season,school_mascot,head_coach,first_season,offensive_coordinators,defensive_coordinators,source_title,source_revid
2007,Louisiana Ragin' Cajuns,Rickey Bustle,2002,Blake Anderson,Kevin Fouquier,2007 Louisiana–Lafayette Ragin' Cajuns football team,1360985350
2007,Louisiana Tech Bulldogs,Derek Dooley,2007,Frank Scelfo,Tommy Spangler,2007 Louisiana Tech Bulldogs football team,1339606482
2007,Louisville Cardinals,Steve Kragthorpe,2007,Charlie Stubbs,Mike Cassity,2007 Louisville Cardinals football team,1336994251
2007,Marshall Thundering Herd,Mark Snyder,2005,,Steve Dunlap,2007 Marshall Thundering Herd football team,1339280340
2007,Maryland Terrapins,Ralph Friedgen,2001,,Chris Cosh,2007 Maryland Terrapins football team,1368625428
2007,Memphis Tigers,Tommy West,2001,Clay Helton,Rick Kravitz,2007 Memphis Tigers football team,1339606509
2007,Miami (OH) RedHawks,Shane Montgomery,2005,,Jay Hood,2007 Miami RedHawks football team,1363048264
2007,Miami Hurricanes,Randy Shannon,2007,Patrick Nix,Tim Walton,2007 Miami Hurricanes football team,1369771182
2007,Michigan State Spartans,Mark Dantonio,2007,Don Treadwell,Pat Narduzzi,2007 Michigan State Spartans football team,1360585602
2007,Michigan Wolverines,Lloyd Carr,1995,Mike DeBord,Ron English,2007 Michigan Wolverines football team,1371627557
2007,Middle Tennessee Blue Raiders,Rick Stockstill,2006,G. A. Mangus,Manny Diaz,2007 Middle Tennessee Blue Raiders football team,1339606711
2007,Minnesota Golden Gophers,Tim Brewster,2007,Mike Dunbar,Everett Withers,2007 Minnesota Golden Gophers football team,1338613178
2007,Mississippi State Bulldogs,Sylvester Croom,2004,Woody McCorvey,Ellis Johnson,2007 Mississippi State Bulldogs football team,1361289525
2007,Missouri Tigers,Gary Pinkel,2001,Dave Christensen,Matt Eberflus,2007 Missouri Tigers football team,1371603071
2007,NC State Wolfpack,Tom O'Brien,2007,Dana Bible,Mike Archer,2007 NC State Wolfpack football team,1339606719
2007,Navy Midshipmen,Paul Johnson,2002,,Buddy Green,2007 Navy Midshipmen football team,1331025423
2007,Nebraska Cornhuskers,Bill Callahan,2004,Shawn Watson,Kevin Cosgrove,2007 Nebraska Cornhuskers football team,1370159574
2007,Nevada Wolf Pack,Chris Ault,1985,Chris Klenakis,Ken Wilson,2007 Nevada Wolf Pack football team,1372716614
2007,New Mexico Lobos,Rocky Long,1998,Dave Baldwin,Osia Lewis,2007 New Mexico Lobos football team,1330387089
2007,New Mexico State Aggies,Hal Mumme,2005,Gary Goff / Matt Mumme,Woody Widenhofer,2007 New Mexico State Aggies football team,1339606735
2007,North Carolina Tar Heels,Butch Davis,2007,John Shoop,Chuck Pagano,2007 North Carolina Tar Heels football team,1336647768
2007,North Texas Mean Green,Todd Dodge,2007,Todd Ford,Ron Mendoza,2007 North Texas Mean Green football team,1339606762
2007,Northern Illinois Huskies,Joe Novak,1996,Roy Wittke,Denny Doornbos,2007 Northern Illinois Huskies football team,1339451064
2007,Northwestern Wildcats,Pat Fitzgerald,2006,Garrick McGee,Greg Colby,2007 Northwestern Wildcats football team,1339606775
2007,Notre Dame Fighting Irish,Charlie Weis,2005,Michael Haywood,Corwin Brown,2007 Notre Dame Fighting Irish football team,1369838411
2007,Ohio Bobcats,Frank Solich,2005,Tim Albin,Jim Burrow,2007 Ohio Bobcats football team,1339606783
2007,Ohio State Buckeyes,Jim Tressel,2001,Jim Bollman,Jim Heacock / Luke Fickell,2007 Ohio State Buckeyes football team,1339760841
2007,Oklahoma Sooners,Bob Stoops,1999,Kevin Wilson,Brent Venables,2007 Oklahoma Sooners football team,1373300460
2007,Oklahoma State Cowboys,Mike Gundy,2005,Larry Fedora,Tim Beckman,2007 Oklahoma State Cowboys football team,1368970905
2007,Ole Miss Rebels,Ed Orgeron,2005,Dan Werner,John Thompson,2007 Ole Miss Rebels football team,1332815636
2007,Oregon Ducks,Mike Bellotti,1995,Chip Kelly,Nick Aliotti,2007 Oregon Ducks football team,1365735782
2007,Oregon State Beavers,Mike Riley,2001,Danny Langsdorf,Mark Banker,2007 Oregon State Beavers football team,1368972992
2007,Penn State Nittany Lions,Joe Paterno,1966,Galen Hall,Tom Bradley,2007 Penn State Nittany Lions football team,1364674447
2007,Pittsburgh Panthers,Dave Wannstedt,2005,Matt Cavanaugh,Paul Rhoads,2007 Pittsburgh Panthers football team,1339291373
2007,Purdue Boilermakers,Joe Tiller,,Bill Legg / Ed Zaunbrecher,Brock Spack,2007 Purdue Boilermakers football team,1338609157
2007,Rice Owls,David Bailiff,2007,Tom Herman,Chuck Driesbach / Craig Naivar,2007 Rice Owls football team,1339606791
2007,Rutgers Scarlet Knights,Greg Schiano,2001,John McNulty,,2007 Rutgers Scarlet Knights football team,1334038174
2007,SMU Mustangs,Phil Bennett,2002,Rusty Burns,Jim Gush,2007 SMU Mustangs football team,1339379117
2007,San Diego State Aztecs,Chuck Long,2006,Del Miller,Bob Elliott,2007 San Diego State Aztecs football team,1374099819
2007,San José State Spartans,Dick Tomey,2005,Marcus Arroyo / Steve Morton,Dave Fipp,2007 San Jose State Spartans football team,1330400991
2007,South Carolina Gamecocks,Steve Spurrier,2005,,Tyrone Nix,2007 South Carolina Gamecocks football team,1373947241
2007,South Florida Bulls,Jim Leavitt,1997,Greg Gregory,Wally Burnham,2007 South Florida Bulls football team,1345453543
2007,Southern Miss Golden Eagles,Jeff Bower,1990,Jay Johnson,Jay Hopson,2007 Southern Miss Golden Eagles football team,1339606837
2007,Stanford Cardinal,Jim Harbaugh,2007,David Shaw,Scott Shafer,2007 Stanford Cardinal football team,1368946636
2007,Syracuse Orange,Greg Robinson,2005,Brian White,Steve Russ,2007 Syracuse Orange football team,1369008918
2007,TCU Horned Frogs,Gary Patterson,2001,Mike Schultz,Dick Bumpas,2007 TCU Horned Frogs football team,1339456425
2007,Temple Owls,Al Golden,2006,George DeLeone,Mark D'Onofrio,2007 Temple Owls football team,1339606846
2007,Tennessee Volunteers,Phillip Fulmer,1993,David Cutcliffe,John Chavis,2007 Tennessee Volunteers football team,1369010150
2007,Texas A&M Aggies,Dennis Franchione,2003,Les Koenning,Gary Darnell,2007 Texas A&M Aggies football team,1370116029
2007,Texas Longhorns,Mack Brown,1998,Greg Davis,Duane Akina / Larry Mac Duff,2007 Texas Longhorns football team,1369012932
2007,Texas Tech Red Raiders,Mike Leach,2000,Dana Holgorsen,Lyle Setencich / Ruffin McNeill,2007 Texas Tech Red Raiders football team,1369865203
2007,Toledo Rockets,Tom Amstutz,2001,John Shannon,Tim Rose,2007 Toledo Rockets football team,1339606996
2007,Troy Trojans,Larry Blakeney,1991,Tony Franklin,Jeremy Rowell,2007 Troy Trojans football team,1339607003
2007,Tulane Green Wave,Bob Toledo,2007,Dan Dodd,Thom Kaumeyer,2007 Tulane Green Wave football team,1339607014
2007,Tulsa Golden Hurricane,Todd Graham,2007,Gus Malzahn / Herb Hand,Keith Patterson / Paul Randolph,2007 Tulsa Golden Hurricane football team,1339607023
2007,UAB Blazers,Neil Callaway,2007,Kim Helton,Eric Schumann,2007 UAB Blazers football team,1339607041
2007,UCF Knights,George O'Leary,2004,Tim Salem,John Skladany,2007 UCF Knights football team,1339607052
2007,UCLA Bruins,Karl Dorrell,2003,Jay Norvell,DeWayne Walker,2007 UCLA Bruins football team,1375109751
2007,UConn Huskies,Randy Edsall,1999,Rob Ambrose,Todd Orlando,2007 Connecticut Huskies football team,1339606304
2007,UL Monroe Warhawks,Charlie Weatherbie,2003,Steve Farmer / Nate Kaczor,Kim Dameron,2007 Louisiana–Monroe Warhawks football team,1368946312
2007,UNLV Rebels,Mike Sanford Sr.,2005,Todd Berry,Kurt Barber / Vic Shealy,2007 UNLV Rebels football team,1352109079
2007,USC Trojans,Pete Carroll,2001,Steve Sarkisian,Nick Holt,2007 USC Trojans football team,1370116044
2007,UTEP Miners,Mike Price,2004,Eric Price,Tim Hundley,2007 UTEP Miners football team,1339607089
2007,Utah State Aggies,Brent Guy,2005,Darrell Dickey,Mark Johnson,2007 Utah State Aggies football team,1339607098
2007,Utah Utes,Kyle Whittingham,2005,Andy Ludwig,Gary Andersen,2007 Utah Utes football team,1339607106
2007,Vanderbilt Commodores,Bobby Johnson,2002,Ted Cain,Bruce Fowler,2007 Vanderbilt Commodores football team,1339607131
2007,Virginia Cavaliers,Al Groh,2001,Mike Groh,Mike London,2007 Virginia Cavaliers football team,1370450442
2007,Virginia Tech Hokies,Frank Beamer,1987,Bryan Stinespring,Bud Foster,2007 Virginia Tech Hokies football team,1339607152
2007,Wake Forest Demon Deacons,Jim Grobe,2001,Steed Lobotzke,Dean Hood,2007 Wake Forest Demon Deacons football team,1369028985
2007,Washington Huskies,Tyrone Willingham,2005,Tim Lappano,Kent Baer,2007 Washington Huskies football team,1339607159
2007,Washington State Cougars,Bill Doba,2003,Mike Levenseller,,2007 Washington State Cougars football team,1339607168
2007,West Virginia Mountaineers,Rich Rodriguez,2001,Calvin Magee,Jeff Casteel,2007 West Virginia Mountaineers football team,1369030672
2007,Western Kentucky Hilltoppers,David Elson,2003,Kevin Wright,Dennis Springer,2007 Western Kentucky Hilltoppers football team,1340739280
2007,Western Michigan Broncos,Bill Cubit,2005,,Bill Miller,2007 Western Michigan Broncos football team,1366313591
2007,Wisconsin Badgers,Bret Bielema,2006,Paul Chryst,Mike Hankwitz,2007 Wisconsin Badgers football team,1339607187
2007,Wyoming Cowboys,Joe Glenn,2003,Billy Cockhill,Mike Breske,2007 Wyoming Cowboys football team,1339027555
2008,Air Force Falcons,Troy Calhoun,2007,Clay Hendrix / Blane Morgan,Tim DeRuyter,2008 Air Force Falcons football team,1338030617
2008,Akron Zips,J. D. Brookhart,2004,Joe Moorhead,Jim Fleming,2008 Akron Zips football team,1345916994
2008,Alabama Crimson Tide,Nick Saban,2007,Jim McElwain,Kirby Smart,2008 Alabama Crimson Tide football team,1367246217
2008,Arizona State Sun Devils,Dennis Erickson,2007,Rich Olson,Craig Bray,2008 Arizona State Sun Devils football team,1339607218
2008,Arizona Wildcats,Mike Stoops,2004,Sonny Dykes,Mark Stoops,2008 Arizona Wildcats football team,1339129305
2008,Arkansas Razorbacks,Bobby Petrino,2008,Paul Petrino,Willy Robinson,2008 Arkansas Razorbacks football team,1369224421
2008,Arkansas State Red Wolves,Steve Roberts,2002,Doug Ruse,Kevin Corless / Jack Curtis,2008 Arkansas State Red Wolves football team,1332278087
2008,Army Black Knights,Stan Brock,2007,Tim Walsh,John Mumford,2008 Army Black Knights football team,1369123701
2008,Auburn Tigers,Tommy Tuberville,1999,Tony Franklin / Steve Ensminger,Paul Rhoads,2008 Auburn Tigers football team,1344431138
2008,BYU Cougars,Bronco Mendenhall,2005,Robert Anae,Jaime Hill,2008 BYU Cougars football team,1366348243
2008,Ball State Cardinals,Brady Hoke,2003,Stan Parrish,Mark Smith,2008 Ball State Cardinals football team,1360587198
2008,Baylor Bears,Art Briles,2008,Randy Clements / Philip Montgomery,Brian Norwood,2008 Baylor Bears football team,1369134518
2008,Boise State Broncos,Chris Petersen,2006,Bryan Harsin,Justin Wilcox,2008 Boise State Broncos football team,1372091374
2008,Boston College Eagles,Jeff Jagodzinski,2007,Steve Logan,Frank Spaziani,2008 Boston College Eagles football team,1369137222
2008,Bowling Green Falcons,Gregg Brandon,,Troy Rothenbuhler / Matt Campbell,Mike Ward,2008 Bowling Green Falcons football team,1344431196
2008,Buffalo Bulls,Turner Gill,2006,Turner Gill,,2008 Buffalo Bulls football team,1339607274
2008,California Golden Bears,Jeff Tedford,2002,Frank Cignetti Jr.,Bob Gregory,2008 California Golden Bears football team,1369143425
2008,Central Michigan Chippewas,Butch Jones,2007,Mike Bajakian,Tim Banks,2008 Central Michigan Chippewas football team,1339607283
2008,Cincinnati Bearcats,Brian Kelly,2007,Jeff Quinn,Joe Tresey,2008 Cincinnati Bearcats football team,1339607292
2008,Clemson Tigers,Tommy Bowden,1999,Rob Spence / Billy Napier / Dabo Swinney,Vic Koenning,2008 Clemson Tigers football team,1367435459
2008,Colorado Buffaloes,Dan Hawkins,2006,Mark Helfrich,Ron Collins,2008 Colorado Buffaloes football team,1369154389
2008,Colorado State Rams,Steve Fairchild,2008,Greg Peterson,Larry Kerr,2008 Colorado State Rams football team,1330375627
2008,Duke Blue Devils,David Cutcliffe,2008,Kurt Roper / Matt Luke,Mike MacIntyre / Marion Hobby,2008 Duke Blue Devils football team,1335923525
2008,East Carolina Pirates,Skip Holtz,2005,Steve Shankweiler / Todd Fitch,Greg Hudson,2008 East Carolina Pirates football team,1369929897
2008,Eastern Michigan Eagles,Jeff Genyk,2004,Scott Isphording,,2008 Eastern Michigan Eagles football team,1339607333
2008,Florida Atlantic Owls,Howard Schnellenberger,2001,Gary Nord,Kirk Hoza,2008 Florida Atlantic Owls football team,1339607353
2008,Florida Gators,Urban Meyer,2005,Dan Mullen,Charlie Strong,2008 Florida Gators football team,1373948888
2008,Florida International Panthers,Mario Cristobal,2007,Bill Legg,Phil Galiano,2008 FIU Golden Panthers football team,1339607339
2008,Florida State Seminoles,Bobby Bowden,1976,Jimbo Fisher,Mickey Andrews,2008 Florida State Seminoles football team,1368769921
2008,Fresno State Bulldogs,Pat Hill,1997,Doug Nussmeier,Dan Brown,2008 Fresno State Bulldogs football team,1338770652
2008,Georgia Bulldogs,Mark Richt,2001,Mike Bobo,Willie Martinez,2008 Georgia Bulldogs football team,1373948822
2008,Georgia Tech Yellow Jackets,Paul Johnson,2008,,Dave Wommack,2008 Georgia Tech Yellow Jackets football team,1360946592
2008,Hawai'i Rainbow Warriors,Greg McMackin,2008,Ron Lee,Cal Lee,2008 Hawaii Warriors football team,1338727746
2008,Houston Cougars,Kevin Sumlin,2008,Dana Holgorsen / Jason Phillips,John Skladany,2008 Houston Cougars football team,1369185078
2008,Illinois Fighting Illini,Ron Zook,2005,Mike Locksley,Dan Disch / Curt Mallory,2008 Illinois Fighting Illini football team,1363849054
2008,Indiana Hoosiers,Bill Lynch,2007,Matt Canada,Brian George / Joe Palcic,2008 Indiana Hoosiers football team,1344431178
2008,Iowa Hawkeyes,Kirk Ferentz,1999,Ken O'Keefe,Norm Parker,2008 Iowa Hawkeyes football team,1372653415
2008,Iowa State Cyclones,Gene Chizik,2007,Robert McFarland,Wayne Bolt,2008 Iowa State Cyclones football team,1339455287
2008,Kansas Jayhawks,Mark Mangino,2002,Ed Warinner,Clint Bowen,2008 Kansas Jayhawks football team,1340514618
2008,Kansas State Wildcats,Ron Prince,2006,Dave Brock,Tim Tibesar,2008 Kansas State Wildcats football team,1368785941
2008,Kent State Golden Flashes,Doug Martin,2004,A. J. Pratt,Pete Rekstis,2008 Kent State Golden Flashes football team,1348135061
2008,Kentucky Wildcats,Rich Brooks,2003,Joker Phillips,Steve Brown,2008 Kentucky Wildcats football team,1373949048
2008,LSU Tigers,Les Miles,2005,Gary Crowton,Doug Mallory / Bradley Dale Peveto,2008 LSU Tigers football team,1365740657
2008,Louisiana Ragin' Cajuns,Rickey Bustle,2002,Ron Hudson,Kevin Fouquier,2008 Louisiana–Lafayette Ragin' Cajuns football team,1339607462
2008,Louisiana Tech Bulldogs,Derek Dooley,2007,Frank Scelfo,Tommy Spangler,2008 Louisiana Tech Bulldogs football team,1344431190
2008,Louisville Cardinals,Steve Kragthorpe,2007,Jeff Brohm,Ron English,2008 Louisville Cardinals football team,1336994334
2008,Marshall Thundering Herd,Mark Snyder,2005,John Shannon,Rick Minter,2008 Marshall Thundering Herd football team,1339280380
2008,Maryland Terrapins,Ralph Friedgen,2001,James Franklin,Chris Cosh / Al Seamonson,2008 Maryland Terrapins football team,1370816531
2008,Memphis Tigers,Tommy West,2001,Clay Helton,Tim Walton,2008 Memphis Tigers football team,1339607492
2008,Miami (OH) RedHawks,Shane Montgomery,2005,,,2008 Miami RedHawks football team,1339607512
2008,Miami Hurricanes,Randy Shannon,2007,Patrick Nix,Bill Young,2008 Miami Hurricanes football team,1369771373
2008,Michigan State Spartans,Mark Dantonio,2007,Don Treadwell,Pat Narduzzi,2008 Michigan State Spartans football team,1369210697
2008,Michigan Wolverines,Rich Rodriguez,2008,Calvin Magee,Scott Shafer,2008 Michigan Wolverines football team,1345155710
2008,Middle Tennessee Blue Raiders,Rick Stockstill,2006,G. A. Mangus,Manny Diaz,2008 Middle Tennessee Blue Raiders football team,1354923890
2008,Minnesota Golden Gophers,Tim Brewster,2007,Mike Dunbar,Ted Roof,2008 Minnesota Golden Gophers football team,1369210769
2008,Mississippi State Bulldogs,Sylvester Croom,2004,Woody McCorvey,Charlie Harbison,2008 Mississippi State Bulldogs football team,1367603793
2008,Missouri Tigers,Gary Pinkel,2001,Dave Christensen,Matt Eberflus,2008 Missouri Tigers football team,1369135965
2008,NC State Wolfpack,Tom O'Brien,2007,Dana Bible,Mike Archer,2008 NC State Wolfpack football team,1367455820
2008,Navy Midshipmen,Ken Niumatalolo,2008,Ivin Jasper,Buddy Green,2008 Navy Midshipmen football team,1331025450
2008,Nebraska Cornhuskers,Bo Pelini,2008,Shawn Watson,Carl Pelini,2008 Nebraska Cornhuskers football team,1370116068
2008,Nevada Wolf Pack,Chris Ault,1985,Chris Klenakis,Nigel Burton,2008 Nevada Wolf Pack football team,1338768606
2008,New Mexico Lobos,Rocky Long,1998,Dave Baldwin,Troy Reffett,2008 New Mexico Lobos football team,1330387120
2008,New Mexico State Aggies,Hal Mumme,2005,Gary Goff / Matt Mumme,Joe Lee Dunn,2008 New Mexico State Aggies football team,1339607558
2008,North Carolina Tar Heels,Butch Davis,2007,John Shoop,Everett Withers,2008 North Carolina Tar Heels football team,1336647792
2008,North Texas Mean Green,Todd Dodge,2007,Todd Ford,Gary DeLoach,2008 North Texas Mean Green football team,1339607587
2008,Northern Illinois Huskies,Jerry Kill,2008,Matt Limegrover,Tracy Claeys,2008 Northern Illinois Huskies football team,1339451099
2008,Northwestern Wildcats,Pat Fitzgerald,2006,Mick McCall,Mike Hankwitz,2008 Northwestern Wildcats football team,1344431180
2008,Notre Dame Fighting Irish,Charlie Weis,2005,Michael Haywood,Corwin Brown,2008 Notre Dame Fighting Irish football team,1369838250
2008,Ohio Bobcats,Frank Solich,2005,Tim Albin,Jim Burrow,2008 Ohio Bobcats football team,1339607617
2008,Ohio State Buckeyes,Jim Tressel,2001,Jim Bollman,Jim Heacock / Luke Fickell,2008 Ohio State Buckeyes football team,1363849098
2008,Oklahoma Sooners,Bob Stoops,1999,Kevin Wilson,Brent Venables,2008 Oklahoma Sooners football team,1338162630
2008,Oklahoma State Cowboys,Mike Gundy,2005,Gunter Brewer / Trooper Taylor,Tim Beckman,2008 Oklahoma State Cowboys football team,1344431168
2008,Ole Miss Rebels,Houston Nutt,2008,Kent Austin,Tyrone Nix,2008 Ole Miss Rebels football team,1369237160
2008,Oregon Ducks,Mike Bellotti,1995,Chip Kelly,Nick Aliotti,2008 Oregon Ducks football team,1371217452
2008,Oregon State Beavers,Mike Riley,2001,Danny Langsdorf,Mark Banker,2008 Oregon State Beavers football team,1368449355
2008,Penn State Nittany Lions,Joe Paterno,1966,Galen Hall,Tom Bradley,2008 Penn State Nittany Lions football team,1363849168
2008,Pittsburgh Panthers,Dave Wannstedt,2005,Matt Cavanaugh,Phil Bennett,2008 Pittsburgh Panthers football team,1369428997
